loc_rowid,sy_snum,sy_pnum,sy_mnum,cb_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_metratio,st_lum,st_logg,st_age,st_rotp,glat,glon,sy_pmdec,sy_dist,sy_plx
620,1,1,0,0,641.47200000,1.331000,13.400,635.00000,1.450000,0.350000,,,0,K3.5 V,4684.00,0.77,0.77,[Fe/H],-0.588,4.62,,,-3.11860,2.26337,-41.6809000,39.3633000,25.3757000
621,1,4,0,0,1207.00000000,2.160000,13.300,116.00000,0.271000,0.080000,0.16,159,0,G9 V,5390.00,0.95,0.93,[Fe/H],-0.149,4.46,9.580,42.30,21.78318,52.29591,-602.3140000,22.0016000,45.4222000
622,1,4,0,0,75.74000000,0.341000,3.660,13.00000,1.460000,0.120000,6.29,400,0,G9 V,5390.00,0.95,0.93,[Fe/H],-0.149,4.46,9.580,42.30,21.78318,52.29591,-602.3140000,22.0016000,45.4222000
623,1,4,0,0,12.45800000,0.103000,1.830,4.00000,3.590000,0.120000,,,0,G9 V,5390.00,0.95,0.93,[Fe/H],-0.149,4.46,9.580,42.30,21.78318,52.29591,-602.3140000,22.0016000,45.4222000
624,1,4,0,0,41.76300000,0.229200,3.230,10.52012,1.720000,0.086000,,,0,G9 V,5393.43,1.00,0.92,[Fe/H],-0.140,4.40,9.580,42.30,21.78318,52.29591,-602.3140000,22.0016000,45.4222000
625,1,1,0,0,434.50000000,1.130000,13.200,918.52870,2.190000,0.200000,,,0,G8 V,5426.00,0.95,1.02,[Fe/H],-0.155,4.49,11.000,,-4.32098,1.37910,-1.4848400,63.3574000,15.7548000
626,1,1,0,0,270.00000000,0.940000,12.700,2040.00000,5.470000,0.630000,,,0,F7 V,6317.00,1.93,1.50,[Fe/H],0.730,4.06,1.760,,-79.96180,77.10962,-59.5639000,117.9080000,8.4526600
627,1,1,0,0,5144.00000000,5.420000,13.100,1121.89000,2.740000,0.734000,,,0,K0 IV-V,5127.00,0.80,0.81,[Fe/H],-0.509,4.43,4.000,,-11.64851,350.82178,-80.1475000,45.1342000,22.1273000
628,1,1,0,0,420.77000000,1.320000,13.500,540.29000,1.210000,0.089000,,,0,K1 IV,5010.00,4.30,1.72,[Fe/H],1.023,3.29,2.200,,27.54691,82.54900,247.2920000,49.6633000,20.1069000
629,1,1,0,0,15.14790000,0.119200,3.050,9.53485,1.850000,0.120000,,,0,G2V,5778.33,1.21,0.99,[Fe/H],0.150,4.27,9.680,,24.92402,72.81394,-114.6900000,23.3032000,42.8836000
630,1,2,0,0,58.11247000,0.293100,12.600,2434.15700,6.690000,0.528830,,,0,G5,5491.00,1.51,0.99,[Fe/H],0.382,4.07,11.080,,2.50674,20.81376,-224.2850000,39.6245000,25.2084000
631,1,2,0,0,1749.83000000,2.837300,12.200,5464.22100,16.500000,0.211300,,,0,G5,5491.00,1.51,0.99,[Fe/H],0.382,4.07,11.080,,2.50674,20.81376,-224.2850000,39.6245000,25.2084000
632,1,1,0,0,6.40400000,0.070000,11.100,85.81410,0.345000,0.110000,,900,0,G5,5570.00,1.09,1.07,[Fe/H],0.041,4.39,8.000,,1.03031,18.96358,-68.2992000,41.5681000,24.0282000
633,1,1,0,0,533.00000000,1.360000,12.500,2793.72570,7.860000,0.640000,,,0,K1 III,4374.00,21.66,1.86,[Fe/H],1.520,2.04,6.700,,-69.84117,100.75436,3.1031300,752.6150000,1.2997600
634,1,2,0,0,225.62000000,0.810000,13.200,915.31000,2.190000,0.310000,,345,0,F8 V,6299.00,1.94,1.40,[Fe/H],0.662,4.10,2.800,,-8.47110,3.68683,16.4528000,37.6048000,26.5642000
635,1,2,0,0,2102.00000000,3.600000,13.000,1283.98000,3.210000,0.330000,,,0,F8 V,6299.00,1.94,1.40,[Fe/H],0.662,4.10,2.800,,-8.47110,3.68683,16.4528000,37.6048000,26.5642000
636,2,1,0,0,1145.00000000,2.240000,14.100,209.76780,0.411000,0.110000,,,0,G5 IV,5842.00,1.24,1.10,[Fe/H],0.204,4.30,6.700,13.00,10.19103,40.94007,-17.4699000,60.1780000,16.5886000
637,1,1,0,0,359.89999000,1.310000,12.500,3219.61790,9.060000,0.170000,,,0,K0 III,4326.00,13.58,6.73,[Fe/H],1.756,3.00,2.600,,-9.07471,141.30331,-10.3117000,228.4220000,4.3498900
638,1,1,0,0,550.00000000,1.320000,13.200,832.71460,1.990000,0.590000,,,0,G0,5671.00,2.47,1.53,[Fe/H],0.733,3.84,8.590,,7.41135,36.96748,-14.7051000,111.6590000,8.9273800
639,1,1,0,0,1532.00000000,2.570000,13.200,864.49760,2.070000,0.234000,,,0,G8 V,5440.00,1.01,0.96,[Fe/H],-0.090,4.43,7.560,,-9.05461,5.94504,-109.1100000,44.8113000,22.2871000
640,1,1,0,0,21.21663000,0.162780,12.330,1115.58330,3.780000,0.680000,,883,0,G5,6040.00,1.55,1.41,[Fe/H],0.390,4.20,3.370,12.80,10.99370,131.99027,-33.1973000,78.0863000,12.7776000
641,1,1,0,0,323.60000000,1.160000,13.200,858.10000,2.050000,0.210000,,,0,G8,4683.00,13.50,2.00,[Fe/H],1.892,2.48,1.730,,17.21933,65.74238,58.2951000,132.1840000,7.5366500
642,1,1,0,0,1290.00000000,2.400000,12.500,2850.93510,8.020000,0.540000,,,0,G5 IV/V,5635.00,1.75,1.37,[Fe/H],0.456,4.09,,,-26.08807,325.36189,-191.5110000,71.0863000,14.0386000
643,1,1,0,0,298.43000000,0.975000,14.100,190.06234,0.373000,0.110000,,,0,G8 IV,5013.00,4.19,1.39,[Fe/H],0.934,3.33,1.900,,1.00153,37.21115,-90.2262000,129.6030000,7.6877500
644,1,1,0,0,29.01000000,,2.940,8.98000,1.940000,0.110000,,,0,G6 V,5392.00,0.70,0.71,[Fe/H],-0.271,4.64,10.320,,-25.61517,329.49816,-385.4090000,40.3303000,24.7663000
645,1,1,0,0,623.80000000,1.420000,13.900,276.51210,0.566000,0.130000,,,0,G0 V,5904.00,1.18,0.98,[Fe/H],0.205,4.34,8.400,,-25.86168,151.51873,-32.9477000,44.4264000,22.4803000
646,1,2,0,0,6.48980000,0.062960,2.260,5.74000,2.730000,0.066000,83.50,,0,K2.5 V,4931.00,0.78,0.79,[Fe/H],-0.480,4.44,4.300,35.90,-7.57187,24.36018,-235.9070000,27.7843000,35.9627000
647,1,2,0,0,16.81910000,0.118780,2.980,9.18000,1.910000,0.111000,23.50,,0,K2.5 V,4931.00,0.78,0.79,[Fe/H],-0.480,4.44,4.300,35.90,-7.57187,24.36018,-235.9070000,27.7843000,35.9627000
648,1,1,0,0,44.50500000,0.246000,4.000,15.10000,1.300000,0.059300,,,0,G8V,5627.00,0.97,1.00,[M/H],-0.054,4.39,6.880,,-19.07842,359.44857,-367.0290000,16.9179000,59.0802000
649,2,2,0,0,410.10001000,1.140000,13.500,537.13270,1.200000,0.100000,,,0,K0,4901.00,3.26,1.70,[Fe/H],0.685,3.64,4.400,,8.67193,57.68396,-52.4330000,62.7674000,15.9030000
650,2,2,0,0,110.90000000,0.513700,7.870,47.67250,0.537000,0.300000,,,0,K0,4949.00,2.62,1.47,[Fe/H],0.685,3.65,4.400,,8.67193,57.68396,-52.4330000,62.7674000,15.9030000
651,3,1,0,0,71.48400000,0.340000,12.600,2552.17490,7.010000,0.110000,,,0,G5,5588.00,1.08,1.24,[Fe/H],-0.043,4.46,,,11.69384,65.99249,195.9000000,40.9727000,24.3775000
652,1,1,0,0,14.47900000,0.121400,5.480,25.74423,0.860000,0.049000,,,0,G5 IV,5646.00,1.63,1.14,[Fe/H],0.380,4.16,6.990,,-5.59005,32.82704,-89.4244000,69.7116000,14.3167000
653,1,1,0,0,3.09251400,0.044300,13.900,291.12000,0.596000,0.022000,,,0,F8 V,6168.00,1.27,1.21,[Fe/H],0.301,4.34,1.000,,-15.78659,13.45534,-102.2350000,27.4573000,36.3915000
654,1,1,0,0,213.72000000,0.843000,13.300,697.31902,1.630000,0.081000,,,0,K0,5131.00,4.06,1.75,[M/H],1.099,3.54,,,10.98272,66.68904,28.8501000,137.0430000,7.2682300
655,1,1,0,0,2278.00000000,3.870000,13.100,1010.69940,2.470000,0.148000,,,0,G6 IV,5603.00,3.13,1.49,[M/H],0.974,3.64,,,-55.87530,186.31902,-4.3589900,123.8010000,8.0490500
656,1,1,0,0,396.03000000,1.460000,12.100,6397.91790,19.800000,0.260000,,,0,K0,4924.00,8.13,2.20,[Fe/H],1.643,2.96,1.295,,9.41869,64.01060,20.7270000,122.3620000,8.1436600
657,2,1,0,0,105.91100000,0.343000,3.530,12.21400,1.530000,0.101000,,,0,M2.5 V,3534.00,0.48,0.48,[Fe/H],-1.490,4.90,,50.60,-3.28372,40.44072,-1332.7400000,5.9105900,169.1590000
658,2,1,0,0,510.90000000,1.400000,13.500,535.54355,1.200000,0.107000,,,0,K0 III/IV,4961.00,4.16,1.41,[Fe/H],0.973,3.36,2.800,,-16.32996,14.39883,-20.1478000,104.5770000,9.5338500
659,1,1,0,0,7462.05750000,7.520000,12.600,2660.23710,7.310000,0.730000,,,0,G5,5386.00,1.05,1.01,[Fe/H],-0.099,4.25,6.320,50.80,-10.54743,27.78010,-318.2770000,47.7458000,20.9155000
660,1,1,0,0,564.10000000,1.592000,13.200,807.28820,1.930000,0.022000,,,0,K0 III,4945.00,4.71,1.69,[Fe/H],1.079,3.28,1.800,,-16.72820,14.50487,-30.1582000,120.3910000,8.2777800
661,1,3,0,0,9.37430000,0.080000,2.400,6.35660,2.530000,0.400000,,,0,K3 IV,4918.00,0.79,0.63,[Fe/H],-0.456,4.45,6.700,54.00,-28.04356,329.51487,235.7750000,26.8762000,37.1787000
662,1,3,0,0,962.00000000,1.760000,14.100,203.00000,0.398000,0.280000,,,0,K3 IV,4962.00,0.81,0.78,[Fe/H],-0.511,4.37,6.700,54.00,-28.04356,329.51487,235.7750000,26.8762000,37.1787000
663,1,3,0,0,2172.00000000,3.000000,14.200,171.00000,0.328000,0.480000,,,0,K3 IV,4962.00,0.81,0.78,[Fe/H],-0.511,4.37,6.700,54.00,-28.04356,329.51487,235.7750000,26.8762000,37.1787000
664,1,1,0,0,956.00000000,1.850000,14.000,127.13200,0.255000,0.260000,,,0,G1 V,5736.00,1.50,1.03,[Fe/H],0.288,4.09,,,-20.48764,5.51512,-415.0380000,60.2046000,16.5816000
665,1,2,0,0,626.51599000,1.490000,13.000,1255.42850,3.140000,0.360000,,,0,G2 IV,5948.00,1.23,1.31,[Fe/H],0.250,4.37,8.130,,-4.30987,44.60924,-32.1615000,54.1955000,18.4229000
666,1,2,0,0,3070.00000000,4.350000,13.000,1134.61000,2.840000,0.239000,,,0,G2 IV,5867.00,1.29,1.06,[M/H],0.250,4.24,4.520,,-4.30987,44.60924,-32.1615000,54.1955000,18.4229000
667,1,1,0,0,17.47127800,0.133400,3.550,19.70000,2.390000,0.280000,58.10,769,0,G2 V,5788.00,0.98,1.03,[Fe/H],0.012,4.50,2.600,23.20,-27.69962,343.06161,-82.6324000,57.2651000,17.4340000
668,3,1,0,0,6.83776000,0.077000,13.800,321.00830,0.671000,0.229000,,,0,G0 IV,5923.00,2.00,1.30,[Fe/H],0.694,3.92,4.000,,3.58055,63.27132,-80.7818000,51.9917000,19.2049000
669,1,1,0,0,1019.74000000,2.100000,13.900,265.70588,0.544000,0.251000,,,0,G0 V,6117.00,1.27,1.19,[Fe/H],2.130,4.28,2.747,21.00,-27.12011,2.20149,-103.2490000,45.8993000,21.7580000
670,1,2,0,0,3.09658280,0.042600,14.200,166.21800,0.319000,0.010300,,,0,G3 V,5790.00,1.15,1.04,[M/H],0.127,4.33,7.400,,4.67926,69.46581,-123.6030000,45.9548000,21.7316000
671,1,2,0,0,3810.00000000,4.890000,13.400,632.46000,1.440000,0.252000,,,0,G3 V,5790.00,1.15,1.04,[M/H],0.127,4.33,7.400,,4.67926,69.46581,-123.6030000,45.9548000,21.7316000
672,1,1,0,0,766.00000000,1.820000,13.100,1080.62200,2.640000,0.040000,,,0,G8/K0 IV,4940.00,5.13,1.36,[Fe/H],1.143,3.09,2.300,,-60.00474,207.80483,-22.8605000,162.6850000,6.1211200
673,2,1,0,0,461.20000000,1.203000,13.600,476.72000,1.040000,0.137000,,,0,G5 IV,5746.00,1.13,1.09,[Fe/H],0.059,4.45,6.610,,0.54239,64.56026,-91.9336000,50.6706000,19.7065000
674,2,1,0,0,2.21857567,0.031260,12.666,359.14790,0.943000,0.000000,356.00,1209,0,K0-2 V,5052.00,0.75,0.79,[Fe/H],-0.461,4.49,1.400,11.95,-3.92282,60.96214,-250.2250000,19.7638000,50.5685000
675,1,1,0,0,11.72000000,0.092000,4.210,16.46000,1.210000,0.140000,,,0,K3/4V,4610.00,0.79,0.77,[Fe/H],-0.680,4.58,1.000,28.63,-14.22203,44.30037,119.5060000,12.7141000,78.6238000
676,2,2,0,0,2915.03687000,3.970000,13.500,489.45820,1.090000,0.310000,,,0,G6 IV,5552.00,1.14,0.99,[Fe/H],0.066,4.32,8.500,,-0.67616,67.41056,-525.6750000,16.0069000,62.4443000
677,2,2,0,0,17.11100000,0.130400,4.590,19.06900,1.080000,0.237000,,,0,G6 IV,5549.00,1.17,0.98,[M/H],0.066,4.29,8.500,,-0.67616,67.41056,-525.6750000,16.0069000,62.4443000
678,1,1,0,0,1176.45000000,2.231000,13.400,630.89255,1.440000,0.224000,,,0,G5 V,5656.00,1.38,1.07,[Fe/H],0.297,4.16,7.957,42.00,-30.03255,5.66045,-206.8590000,54.4738000,18.3287000
679,1,1,0,0,4885.00000000,5.500000,13.100,985.20000,2.410000,0.570000,,,0,F8 V,5988.00,1.53,0.91,[Fe/H],0.430,4.02,,,-32.85802,331.57931,45.4801000,148.1870000,6.7197800
680,1,1,0,0,1606.30000000,2.800000,12.600,2707.91160,7.440000,0.259000,,,0,K0,6010.00,1.40,1.14,[Fe/H],0.348,4.45,2.900,20.60,10.30093,87.04635,91.1933000,65.6668000,15.1995000
681,1,3,0,0,8.88040300,0.081400,3.420,11.60000,1.590000,,99.07,812,0,G8 V,5427.00,0.94,0.92,[M/H],-0.161,4.40,7.000,,17.72195,99.98716,-63.9090000,53.6089000,18.6247000
682,1,3,0,0,28.58059000,0.176200,3.230,10.50000,1.710000,,20.85,552,0,G8 V,5427.00,0.94,0.92,[M/H],-0.161,4.40,7.000,,17.72195,99.98716,-63.9090000,53.6089000,18.6247000
683,1,3,0,0,38.35610000,0.215000,3.160,10.10000,1.760000,,,499,0,G8 V,5427.00,0.94,0.92,[M/H],-0.161,4.40,7.000,,17.72195,99.98716,-63.9090000,53.6089000,18.6247000
684,1,1,0,0,24.35560000,0.150000,14.200,177.98480,0.342000,0.050000,,486,0,K0 V,4976.00,0.74,0.66,[Fe/H],-0.470,4.51,2.090,,-18.69708,41.87586,260.9610000,19.6359000,50.8982000
685,1,2,0,0,74.72000000,0.320000,4.270,16.90000,1.190000,0.130000,,355,0,K3V,5166.00,0.86,0.80,[Fe/H],-0.415,4.51,7.810,,-29.40279,15.62553,-181.0440000,8.7968700,113.6480000
686,1,2,0,0,525.80000000,1.180000,5.250,24.00000,0.911000,0.320000,,185,0,K3V,5166.00,0.81,0.80,[Fe/H],-0.415,4.51,7.810,,-29.40279,15.62553,-181.0440000,8.7968700,113.6480000
687,1,1,0,0,340.94000000,1.063000,13.400,666.17168,1.520000,0.082000,,,0,G8 IV,5041.00,4.41,1.38,[Fe/H],1.009,3.25,1.800,,-16.49300,47.13028,-52.0354000,71.8627000,13.8868000
688,2,1,0,0,18.20132000,0.140000,13.000,1264.96340,3.160000,0.010000,,,0,G3 IV-V,5751.00,1.48,1.21,[Fe/H],0.333,4.18,3.200,,-11.47701,61.15665,-56.5706000,37.6681000,26.5188000
689,3,1,0,0,1378.00000000,2.510000,13.100,1010.69940,2.470000,0.230000,,,0,G4 V,5879.00,1.42,1.31,[Fe/H],0.260,4.25,1.600,,-36.35873,335.91879,-64.9216000,50.6742000,19.7051000
690,2,1,0,0,3638.00000000,5.020000,12.700,2192.90000,5.880000,0.660000,,,0,G1 V,6017.00,1.73,1.29,[Fe/H],0.572,4.24,3.300,,-33.04892,318.44307,-162.0790000,39.9346000,25.0120000
691,2,1,0,0,1333.00000000,2.370000,13.200,819.97000,1.960000,0.480000,,,0,F8 V,6254.00,1.31,1.28,[Fe/H],0.380,4.31,3.120,,-17.98547,56.30997,89.1654000,34.1692000,29.2372000
692,2,1,0,0,1035.70000000,2.070000,13.900,251.00000,0.514000,0.220000,,,0,F7 V,6150.00,1.10,1.11,[Fe/H],0.239,4.40,1.900,,0.41247,81.67626,-221.8590000,33.1944000,30.0966000
693,3,1,0,0,466.20000000,1.305000,13.600,435.41000,0.951000,0.063000,,,0,F8 V,6188.00,1.80,1.36,[Fe/H],0.580,4.29,2.400,,-47.34122,181.50523,-69.2932000,22.5242000,44.3695000
694,1,2,0,0,11.84820000,0.097400,3.430,11.66000,1.590000,0.360000,,,0,G8 V,5494.00,0.92,0.88,[Fe/H],-0.143,4.41,,38.90,-41.17624,289.87654,-7.9952700,41.8316000,23.8764000
695,1,2,0,0,33.92390000,0.196400,3.890,14.44000,1.350000,0.100000,,,0,G8 V,5494.00,0.92,0.88,[Fe/H],-0.143,4.41,,38.90,-41.17624,289.87654,-7.9952700,41.8316000,23.8764000
696,1,2,0,0,606.30000000,1.565000,13.500,508.21017,1.140000,0.087000,,,0,G8 IV,4982.00,4.92,1.39,[Fe/H],1.064,3.22,3.000,,-27.63577,53.56524,50.6038000,72.5922000,13.7469000
697,1,2,0,0,852.50000000,1.960000,13.700,385.84562,0.825000,0.243000,,,0,G8 IV,4982.00,4.92,1.39,[Fe/H],1.064,3.22,3.000,,-27.63577,53.56524,50.6038000,72.5922000,13.7469000
698,2,1,0,1,1260.00000000,2.410000,12.200,5689.15700,17.200000,0.220000,,,0,G6 V,5766.00,1.04,1.07,[Fe/H],0.035,4.50,2.900,,-40.50460,27.94935,-119.9990000,45.9665000,21.7264000
699,1,2,0,0,517.80000000,1.566000,,634.38868,,0.011000,,,0,K0 III-IV,5040.00,6.43,1.91,[Fe/H],1.369,3.11,1.320,,-15.08562,75.08304,36.6950000,188.5460000,5.2754000
700,1,2,0,0,946.60000000,2.342000,,592.43512,,0.028000,,,0,K0 III-IV,5040.00,6.43,1.91,[Fe/H],1.369,3.11,1.320,,-15.08562,75.08304,36.6950000,188.5460000,5.2754000
701,2,1,0,0,3.30895800,0.052080,17.318,323.23311,0.343000,0.038000,3440.00,2132,0,,6272.00,2.59,1.72,[Fe/H],0.971,3.85,1.700,,-42.95001,20.76224,-57.5565000,161.4980000,6.1655400
702,1,1,0,0,,487.100000,14.460,3496.11248,6.350000,,,1040,0,G8 V,5603.00,0.86,0.94,[Fe/H],-0.227,4.64,0.100,,-16.11822,74.61404,9.5627500,39.2503000,25.4488000
703,1,1,0,0,1552.90000000,2.730000,12.600,2479.07400,6.810000,0.289000,,,0,G5,5780.00,1.33,1.12,[Fe/H],0.250,4.09,5.220,,-30.16399,57.23494,-0.4999990,72.6402000,13.7379000
704,1,1,0,0,1120.00000000,2.200000,12.700,1999.15070,5.360000,0.710000,,,0,G2/G3 IV/V,5945.00,1.19,1.23,[Fe/H],0.194,4.38,6.000,,-60.08347,310.40299,14.5118000,85.6922000,11.6408000
705,1,2,0,0,1920.09998000,3.070000,13.100,1099.69180,2.690000,0.230000,,,0,G5 V,5783.00,1.10,1.03,[Fe/H],0.100,4.37,3.380,,-43.72860,28.02639,-270.5230000,47.7945000,20.8943000
706,1,2,0,0,34.90500000,0.209900,4.380,17.60000,1.150000,0.155000,,,0,G5 V,5776.00,1.13,1.02,[Fe/H],0.100,4.38,3.380,,-43.72860,28.02639,-270.5230000,47.7945000,20.8943000
707,2,1,0,0,1733.00000000,2.550000,10.100,73.10090,0.390000,0.370000,,,0,K1/2V,5026.00,0.78,0.58,[Fe/H],-0.509,4.42,6.670,,-44.42343,29.45803,-124.2410000,28.7165000,34.7945000
708,1,1,0,0,279.80000000,0.896000,13.600,435.41000,0.951000,0.270000,,,0,F7 V,6176.00,1.33,1.22,[Fe/H],0.360,4.29,2.840,,-47.99934,14.61325,-82.1665000,92.5087000,10.7826000
709,1,1,0,0,96.04500000,0.461000,6.470,34.20000,0.694000,0.230000,,,0,G5 IV/V,5635.00,2.22,1.42,,0.652,3.75,,,-47.49513,347.15403,5.1387600,75.2363000,13.2626000
710,1,1,0,0,673.20000000,1.740000,13.400,647.10188,1.480000,0.100000,,,0,K0 III,4842.00,6.12,1.55,[Fe/H],1.276,3.22,3.000,,-41.34818,47.87662,1.9183400,147.1920000,6.7669600
711,2,5,0,0,5.31350000,0.052900,1.210,1.93000,5.990000,0.100000,,,0,K0 V,5256.00,0.83,0.70,[Fe/H],-0.310,4.37,,46.80,-57.27190,224.67330,-66.6626000,35.9715000,27.7709000
712,2,5,0,0,13.89050000,0.100400,2.170,5.33000,2.870000,0.090000,,,0,K0 V,5256.00,0.83,0.70,[Fe/H],-0.310,4.37,,46.80,-57.27190,224.67330,-66.6626000,35.9715000,27.7709000
713,2,5,0,0,29.15800000,0.164700,3.250,10.61000,1.700000,0.110000,,,0,K0 V,5256.00,0.83,0.70,[Fe/H],-0.310,4.37,,46.80,-57.27190,224.67330,-66.6626000,35.9715000,27.7709000
714,2,5,0,0,85.50730000,0.337400,3.830,14.03000,1.370000,0.060000,,,0,K0 V,5256.00,0.83,0.70,[Fe/H],-0.310,4.37,,46.80,-57.27190,224.67330,-66.6626000,35.9715000,27.7709000
715,2,5,0,0,597.06430000,1.364900,13.600,472.83000,1.030000,0.950000,,,0,G1.5 V,5782.13,1.13,1.04,[M/H],0.107,4.35,5.530,,-57.27708,224.80293,-65.2988000,35.9864000,27.7593000
716,3,2,0,0,160.07000000,0.586000,14.200,177.98480,0.342000,0.197000,,,0,G5 V,5726.00,0.89,1.05,[Fe/H],-0.110,4.48,1.360,,-50.21556,24.00289,-143.0040000,58.9291000,16.9408000
717,3,2,0,0,1155.70000000,2.112000,14.000,232.01590,0.465000,0.270000,,,0,G5 V,5710.00,0.90,0.94,[Fe/H],-0.112,4.48,1.360,,-50.21556,24.00289,-143.0040000,58.9291000,16.9408000
718,1,4,0,0,18.31500000,0.120700,1.450,2.70000,4.870000,0.000000,,660,0,G8 V,5401.00,0.92,0.70,[Fe/H],-0.163,4.22,5.760,,-56.06514,250.73443,730.7750000,6.0027800,166.5610000
719,1,4,0,0,40.11400000,0.203600,1.350,2.40000,5.360000,0.000000,,508,0,G8 V,5401.00,0.92,0.70,[Fe/H],-0.163,4.22,5.760,,-56.06514,250.73443,730.7750000,6.0027800,166.5610000
720,1,4,0,0,90.30900000,0.349900,2.040,4.80000,3.110000,0.000000,,388,0,G8 V,5401.00,0.92,0.70,[Fe/H],-0.163,4.22,5.760,,-56.06514,250.73443,730.7750000,6.0027800,166.5610000
721,1,4,0,0,147.02000000,0.509000,2.030,4.77000,3.130000,0.290000,,,0,G8,5401.00,0.92,0.81,[M/H],-0.163,4.46,5.760,,-56.06514,250.73443,730.7750000,6.0027800,166.5610000
722,1,1,0,0,130.08000000,0.524000,14.200,165.26500,0.317000,0.240000,,,0,G2 V,6067.00,1.20,1.13,[Fe/H],0.244,4.33,8.150,,-52.12760,5.41027,-118.6660000,45.1470000,22.1214000
723,1,1,0,0,875.50000000,2.100000,12.500,3146.40000,8.850000,0.080000,,,0,M1 III,4035.00,51.10,1.60,[Fe/H],2.863,1.40,2.000,,-25.71773,77.24526,15.0286000,312.2020000,3.1798100
724,1,1,0,0,380.85001000,0.950000,13.700,397.28750,0.849000,0.750000,,,0,K3/4 IV,4802.00,0.76,0.39,[Fe/H],-0.529,4.26,4.500,,-57.33374,233.83834,96.1378000,47.7223000,20.9257000
725,1,1,0,0,352.70000000,1.050000,13.600,444.96200,0.972000,0.070000,,,0,K0,4860.00,4.98,1.25,[Fe/H],1.090,3.13,,,-27.75212,76.03920,-33.2578000,67.4872000,14.7889000
726,1,1,0,0,3.52474859,0.047070,15.581,232.01590,0.362000,0.000000,,1459,0,G0 V,6091.00,1.19,1.23,[Fe/H],0.231,4.45,3.100,10.65,-28.52705,76.75338,-17.8904000,48.3016000,20.6745000
727,1,1,0,0,649.91800000,1.487000,14.300,153.10000,0.288000,0.240000,,,0,G3 V,5790.00,1.06,1.04,[M/H],0.056,4.43,,,-54.07399,359.22654,-72.2687000,42.2029000,23.6662000
728,1,1,0,0,442.19000000,1.130000,13.600,410.00070,0.896000,0.480000,,,0,G0 V,5538.00,1.07,1.01,[Fe/H],-0.032,4.38,12.000,,-46.96648,52.34827,-450.5440000,21.2985000,46.9229000
729,1,1,0,0,354.10000000,1.148000,13.400,574.63664,1.310000,0.028000,,,0,K1 III,4951.00,4.92,1.61,[Fe/H],1.149,3.28,2.100,,-32.02111,76.29345,-17.1556000,54.1963000,18.4231000
730,1,1,0,0,223.80000000,0.768000,12.800,1760.76937,4.610000,0.084000,3.44,4,0,F7 V,6273.00,1.21,1.20,[Fe/H],0.364,4.30,,,1.39727,103.58251,15.8838000,83.0919000,12.0060000
731,1,1,0,0,1558.00000000,2.656000,14.000,212.94610,0.426000,0.680000,,,0,G5,5652.00,1.13,1.03,[Fe/H],0.070,4.26,,,3.57209,105.47532,128.8770000,64.6353000,15.4425000
732,1,1,0,0,25.20100000,0.143000,3.660,13.00000,1.460000,0.150000,,,0,K7 V,4127.00,0.57,0.61,,-1.065,4.69,,,-51.44875,337.24690,235.1190000,13.1277000,76.1461000
733,2,1,0,0,2.24571000,0.030000,14.200,162.09330,0.311000,0.000000,,,0,F8 V,6239.00,1.16,1.55,[Fe/H],0.243,4.50,1.000,,-36.78034,311.90842,-92.2029000,54.2304000,18.4109000
734,1,1,0,0,380.70000000,1.190000,13.300,759.61370,1.770000,0.076000,,,0,G8 IV,5003.00,5.27,1.56,[Fe/H],1.188,3.31,6.000,,-55.29100,41.79357,-104.0840000,111.1550000,8.9678500
735,2,1,0,0,882.70001000,1.890000,12.800,1773.49140,4.650000,0.420000,,,0,G0/1 V,5979.00,1.51,1.57,[Fe/H],0.429,4.27,4.600,,-55.07162,343.71918,-193.9260000,40.8707000,24.4385000
736,1,1,0,0,17000.00000000,13.000000,13.100,1112.39942,2.720000,0.530000,,,0,,5729.54,1.43,1.05,[Fe/H],0.285,4.14,,,-14.71496,96.11440,40.0683000,64.4527000,15.4864000
737,1,2,0,0,1.00803500,0.020120,1.745,8.83000,9.150000,0.000000,3254.39,2128,0,G,5978.00,1.10,1.07,[Fe/H],0.139,4.38,3.800,18.58,-49.93536,328.70205,-84.4187000,48.0883000,20.7663000
738,1,2,0,0,4.78503000,0.056798,4.710,19.95000,1.050000,0.000000,,1265,0,G,5978.00,1.10,1.07,[Fe/H],0.139,4.38,3.800,18.58,-49.93536,328.70205,-84.4187000,48.0883000,20.7663000
739,1,1,0,0,84.28800000,0.362000,9.520,65.90000,0.420000,0.400000,,,0,G8 V,5605.00,0.83,0.89,[M/H],-0.266,4.51,,,-56.10651,228.21187,226.0950000,29.1328000,34.2966000
740,2,1,0,0,1854.40000000,3.230000,12.100,6451.94900,20.000000,0.164100,,,0,G0,5933.00,2.04,1.31,[Fe/H],0.670,4.05,4.340,17.50,-23.31940,92.85957,-18.0531000,101.3680000,9.8365000
741,1,4,0,0,5.75999000,0.057638,1.190,1.81900,5.930000,0.000000,,,0,K3 V,4935.00,0.73,0.77,[Fe/H],-0.523,4.40,,42.00,-53.19847,61.33593,-289.7370000,21.5974000,46.2733000
